Leap Product,Company ObjectId,Account Name,Tier,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,Starting Month,NAICS Code,Primary Classification,New Classifications,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Rough Months,Rough LTV,Consolidated Census Bands,Census Bands,Consolidated Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR,Account Last Visit,Account Usage Trending,SalesPro Visits Last 30 Days
Leap,YaL98RMSRq,C & A Roofing and Construction,Tier 3,Premium 2021,0011K00002SklQg,3222,10/28/23,12/28/21,12,not found,Contractors - Building,Construction and Renovation Services,7,90,630,0,"$10,378 ",74017,Claremore,OK,Colton Temanson,Colton Temanson,630,24,15120.0,1-9 employees,5-9 employees,2.5,1,0,7,0,630,12/8/23,Decreasing,457
Leap,AjoQTxxvUJ,California Energy Consultant Service,Tier 3,SalesPro Team 2023,0011K00002c4huC,6543,10/27/23,4/27/23,4,not found,,Other,8,94,752,1500,"$5,101 ",,,CA,Jordan Kahlenberg,Jordan Kahlenberg,752,8,6016.0,1-9 employees,5-9 employees,2.5,,0,8,0,752,12/11/23,Increasing,918
Leap,INpQ46UwJa,Clearwater Exteriors,Tier 3,Premium 2019,0014100001VA8OY,1478,10/13/23,2/13/19,2,not found,Glass Products & Services,Design and Interior Services,8,125,1000,1250,"$44,259 ",80120,Littleton,CO,Francesca Furnells,Francesca Furnells,1000,58,58000.0,1-9 employees,5-9 employees,2.5,5,0,8,0,1000,12/10/23,Increasing,0
Leap,ugw3Mh6TsB,Coastal Bath Co.,Tier 3,Premium 2021,0011K00002RVUkn,3027,10/30/23,8/30/21,8,not found,Contractors - Building,Construction and Renovation Services,5,50,250,750,"$6,174 ",19956,Laurel,DE,Christopher Cielo,Christopher Cielo,250,28,7000.0,1-9 employees,5-9 employees,2.5,4,0,5,0,250,12/9/23,Decreasing,225
Leap,HD6PnqPO9H,Cottage Builders LLC,Tier 3,Premium 2021,0011K00002VKu6W,3326,11/7/23,3/7/22,3,not found,,Other,5,99,495,0,"$9,900 ",,,TX,Christopher Cielo,Christopher Cielo,495,21,10395.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,11/30/23,No Change,0
Leap,GvKET4Jgs6,Culligan Water of VA,Tier 3,Premium 2021,0011K00002ZNUpj,5616,10/30/23,11/30/22,11,not found,,Other,7,99,693,0,"$5,984 ",,,VA,Yesenia Romero,Yesenia Romero,693,13,9009.0,1-9 employees,5-9 employees,2.5,,0,7,0,693,12/11/23,Decreasing,955
Leap,cA2kTgjCFN,Custom Door Shop,Tier 3,Premium 2021,0011K00002ZLsFO,3665,10/25/23,10/25/22,10,not found,Glass Products & Services,Design and Interior Services,5,99,495,0,"$4,455 ",33458,Jupiter,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,495,14,6930.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,1/0/00,No Change,0
Leap,vaCGwJx2Jd,"Dry Otter Waterproofing, Inc.",Tier 3,Premium 2019,001410000160tAD,1167,11/6/23,11/6/17,11,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,7,70,490,2500,"$34,736 ",61109,Rockford,IL,Colton Temanson,Colton Temanson,490,73,35770.0,1-9 employees,5-9 employees,2.5,5,0,7,0,490,12/8/23,Decreasing,469
Leap,WNjqCfgICi,Dynasty Roofing,Tier 3,Premium 2021,0011K00002ZMosr,3689,10/9/23,11/9/22,11,not found,Contractors - Roofing,Construction and Renovation Services,1,99,99,500,"$8,757 ",99214,Spokane Valley,WA,Sydney Stansell,Sydney Stansell,99,13,1287.0,1-9 employees,5-9 employees,2.5,5,0,1,0,99,12/10/23,Decreasing,5
Leap,AuOWlVKBgm,Enhance Openings,Tier 3,Premium 2020,0011K00002H5sqs,2433,10/31/23,3/31/20,3,not found,Glass Products & Services,Design and Interior Services,5,123.75,618.75,0,"$21,501 ",85741,Tucson,AZ,Christopher Cielo,Christopher Cielo,618.75,45,27843.8,1-9 employees,5-9 employees,2.5,5,0,5,0,618.75,12/10/23,Increasing,0
Leap,O7M4iPesrW,Excel Roofing LLC,Tier 3,Premium 2021,0011K00002QzlyZ,2938,10/14/23,5/14/21,5,not found,Contractors - Roofing,Construction and Renovation Services,5,55,275,0,"$12,783 ",21014,Bell Air,MD,Francesca Furnells,Francesca Furnells,275,31,8525.0,1-9 employees,5-9 employees,2.5,,0,5,0,275,12/9/23,Decreasing,81
Leap,3gqQmNoijX,Galaxy Roofing,Tier 3,SalesPro Team 2023,0011K00002fAIyo,7101,11/6/23,10/6/23,10,238160,,Other,5,99,495,0,$495 ,17554,Mountville,PA,Sydney Stansell,Sydney Stansell,495,2,990.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,12/10/23,Increasing,558
Leap,HtcuvnKqOe,GKontos Roofing Specialists,Tier 3,Premium 2019,0011K00002EQlRi,2046,10/22/23,8/22/19,8,not found,Contractors - Roofing,Construction and Renovation Services,6,104.5,627,1250,"$30,724 ",12540,Lagrangeville,NY,Yesenia Romero,Yesenia Romero,627,52,32604.0,1-9 employees,5-9 employees,2.5,5,0,6,0,627,12/10/23,Increasing,655
Leap,zh3B5d0YAB,Glicks Exteriors,Tier 3,Premium 2021,0011K00002U4rhV,3305,10/28/23,2/28/22,2,not found,Contractors - Roofing,Construction and Renovation Services,6,99,594,0,"$13,490 ",17527,Gap,PA,Yesenia Romero,Yesenia Romero,594,22,13068.0,1-9 employees,5-9 employees,2.5,,0,6,0,594,11/3/23,Decreasing,0
Leap,bCFyc0VJWp,Green Exterior Remodeling,Tier 3,Premium 2021,0011K00002EScK7,6217,10/28/23,2/28/23,2,236118,Contractors - Building,Construction and Renovation Services,5,99,495,0,"$3,960 ",28202,Charlotte,NC,Christopher Cielo,Christopher Cielo,495,10,4950.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,12/8/23,Increasing,0
Leap,j5QCEp1s6E,GreenTex Windows and Siding,Tier 3,Premium 2019,0011K00002FgEH9,2216,11/2/23,12/2/19,12,238170,Glass Products & Services,Design and Interior Services,5,123.75,618.75,0,"$14,605 ",78664,Round Rock,TX,Colton Temanson,Colton Temanson,618.75,48,29700.0,1-9 employees,5-9 employees,2.5,3,0,5,0,618.75,12/10/23,Decreasing,162
Leap,KqJ9UDFMrN,Griffin Building Products,Tier 3,Premium 2021,0011K00002ZNMPo,5573,10/18/23,11/18/22,11,not found,,Other,5,99,495,0,"$2,970 ",33014,Hialeah,FL,Colton Temanson,Colton Temanson,495,13,6435.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,1/0/00,No Change,0
Leap,ODk0PDSCwQ,Guardian Impact Windows & Roofing,Tier 3,SalesPro Enterprise 2023,0011K00002eOmYa,6990,10/30/23,8/30/23,8,not found,,Other,5,129,645,0,"$1,290 ",,,FL,Colton Temanson,Colton Temanson,645,4,2580.0,1-9 employees,5-9 employees,2.5,5,0,5,0,645,12/10/23,Decreasing,842
Leap,oGLmxMDU90,Hi-Tech Window & Siding Installations Inc,Tier 3,Enterprise 2021,0014100001s8s9e,6375,10/28/23,3/28/23,3,238170,Glass Products & Services,Design and Interior Services,5,125,625,0,"$4,375 ",1844,Methuen,MA,Jordan Kahlenberg,Jordan Kahlenberg,625,9,5625.0,1-9 employees,5-9 employees,2.5,,0,5,0,625,11/30/23,Increasing,21
Leap,pg2ZFyjI54,"Holland, Inc. dba The Closet Doctor",Tier 3,Enterprise 2021,0011K00002J4WLK,3095,11/1/23,9/30/21,9,not found,Cabinets & Countertops,Design and Interior Services,4,125,500,0,"$15,775 ",95648,Lincoln,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,500,27,13500.0,1-9 employees,5-9 employees,2.5,5,0,4,0,500,12/10/23,Decreasing,496
Leap,1gGLcvyoZE,Home Town Restyling,Tier 3,Premium 2019,0014100000yw7mK,1162,10/31/23,10/31/17,10,not found,Contractors - Building,Construction and Renovation Services,9,60,540,2500,"$96,995 ",52233,Hiawatha,IA,Francesca Furnells,Francesca Furnells,540,74,39960.0,1-9 employees,5-9 employees,2.5,10,0,9,0,540,12/10/23,Decreasing,764
Leap,OwjJU64RJY,HomeWerks Inc,Tier 3,Premium 2021,0011K00002VLOdu,3350,10/31/23,3/22/22,3,not found,Contractors - Building,Construction and Renovation Services,9,99,891,0,"$12,364 ",,,IL,Yesenia Romero,Yesenia Romero,891,21,18711.0,1-9 employees,5-9 employees,2.5,20,0,9,0,891,12/11/23,Decreasing,0
Leap,1WbFfzHJ9l,Jacuzzi Bath Remodel of Middle Ga,Tier 3,Premium 2021,0011K00002bZXrO,6133,10/15/23,2/15/23,2,not found,,Other,5,99,495,0,"$3,256 ",31021,Dublin,GA,Colton Temanson,Colton Temanson,495,10,4950.0,1-9 employees,5-9 employees,2.5,3,0,5,0,495,12/9/23,Decreasing,104
Leap,uPoc2zsJhC,Joe Campbell Roofing,Tier 3,Enterprise 2021,0011K00002VNxTZ,3529,10/9/23,8/9/22,8,238160,Contractors - Roofing,Construction and Renovation Services,5,110,550,500,"$7,241 ",28697,Wilkesboro,NC,Christopher Cielo,Christopher Cielo,550,16,8800.0,1-9 employees,5-9 employees,2.5,11,0,5,0,550,12/10/23,Decreasing,414
Leap,IYnCGFJHlO,K&H Home Solutions,Tier 3,Pro 2021,0014100001A4G27,7059,10/25/23,9/25/23,9,not found,Contractors - Building,Construction and Renovation Services,8,49,392,0,$392 ,80002,Arvada,CO,Sydney Phillips,Sydney Phillips,392,3,1176.0,1-9 employees,5-9 employees,2.5,16,0,8,0,392,12/11/23,Decreasing,0
Leap,UFQnTA13GJ,"Kansas City Bath Remodelers, Inc.",Tier 3,Premium 2021,0011K00002Si6Xh,3118,10/20/23,10/20/21,10,236118,,Other,5,90,450,0,"$7,987 ",55406,Minneapolis,MN,Christopher Cielo,Christopher Cielo,450,26,11700.0,1-9 employees,5-9 employees,2.5,,0,5,0,450,12/11/23,Decreasing,838
Leap,LXjK4KZqED,Kingdom Contracting,Tier 3,Premium 2020,0011K00002OkPwL,2819,10/10/23,2/10/21,2,not found,Contractors - Roofing,Construction and Renovation Services,5,99,495,0,"$16,360 ",53222,Milwaukee,WI,Corey Stroup Mishenko,Corey Stroup Mishenko,495,34,16830.0,1-9 employees,5-9 employees,2.5,5,0,5,0,495,12/8/23,Increasing,86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,xybDKIAbPr,Kitchens Tomorrow,Tier 3,SalesPro Team 2023,0011K00002d7kIG,6736,10/12/23,6/12/23,6,not found,,Other,8,90,720,1000,"$3,378 ",21050,Forest Hill,MD,Yesenia Romero,Yesenia Romero,720,6,4320.0,1-9 employees,5-9 employees,2.5,,0,8,0,720,12/6/23,Decreasing,62
Leap,gjQGtgElCr,L.I. Metal Systems,Tier 3,Premium 2020,0011K00002J4kYX,2803,10/29/23,1/29/21,1,not found,Contractors - Building,Construction and Renovation Services,6,87.5,525,1500,"$18,850 ",90660,Pico Rivera,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,525,35,18375.0,1-9 employees,5-9 employees,2.5,,0,6,0,525,12/8/23,Decreasing,396
Leap,boB5ESzNIF,LEGACY EXTERIORS,Tier 3,Premium 2021,0011K00002VNhpp,3435,10/24/23,5/24/22,5,not found,Glass Products & Services,Design and Interior Services,5,99,495,500,"$8,915 ",,,TX,Christopher Cielo,Christopher Cielo,495,19,9405.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,11/13/23,Increasing,0
Leap,2fEjzTYQ2J,Luxury Bath Technologies Pacific Coast,Tier 3,SalesPro Team 2023,0011K000029gKqe,6488,10/13/23,4/13/23,4,not found,Glass Products & Services,Design and Interior Services,8,99,792,1500,"$5,485 ",91355,Valencia,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,792,8,6336.0,1-9 employees,5-9 employees,2.5,7,0,8,0,792,10/21/23,Decreasing,0
Leap,nhdZt3R5mh,Markin Co.,Tier 3,Premium 2019,0011K00002EQhyQ,2043,10/20/23,8/20/19,8,not found,,Other,5,123.75,618.75,2000,"$23,044 ",49684,Traverse City,MI,Corey Stroup Mishenko,Corey Stroup Mishenko,618.75,52,32175.0,1-9 employees,5-9 employees,2.5,5,0,5,0,618.75,12/8/23,Decreasing,0
Leap,ELwqWSNtqB,McElfresh Roofing and Solar,Tier 3,SalesPro Team 2023,0011K00002bryXg,6330,10/21/23,3/21/23,3,238160,,Other,5,94,470,0,"$3,290 ",,,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,470,9,4230.0,1-9 employees,5-9 employees,2.5,,0,5,0,470,12/9/23,Decreasing,42
Leap,e5NgyjKJNs,McVay Brothers Siding & Windows,Tier 3,Premium 2020,0014100001dK1NF,2740,10/25/23,11/25/20,11,238170,Contractors - Roofing,Construction and Renovation Services,7,85.5,598.5,500,"$24,154 ",99206,Spokane Valley,WA,Christopher Cielo,Christopher Cielo,598.5,37,22144.5,1-9 employees,5-9 employees,2.5,5,0,7,0,598.5,12/9/23,Decreasing,1136
Leap,co9Me3d89a,Metrolina Home Remodeling,Tier 3,Premium 2020,0011K00002JW0kp,2399,10/20/23,3/20/20,3,236118,Contractors - Building,Construction and Renovation Services,7,50,350,2000,"$7,762 ",,Charlotte,NC,Colton Temanson,Colton Temanson,350,45,15750.0,1-9 employees,5-9 employees,2.5,1,0,7,0,350,11/29/23,Increasing,10
Leap,gkM7l2sItL,Metropolitan Home Improvement LLC,Tier 3,Premium 2021,0014100001fxLQH,5761,10/30/23,12/30/22,12,not found,Glass Products & Services,Design and Interior Services,5,99,495,0,"$5,700 ",92801,Anaheim,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,495,12,5940.0,1-9 employees,5-9 employees,2.5,1,0,5,0,495,12/11/23,Decreasing,577
Leap,uP9KS6Hzwx,Miller Custom Exteriors,Tier 3,Premium 2019,0014100000k2wRW,1416,11/6/23,12/6/18,12,not found,Glass Products & Services,Design and Interior Services,1,85.5,85.5,2000,"$7,729 ",44627,Fredericksburg,OH,Sydney Phillips,Sydney Phillips,85.5,60,5130.0,1-9 employees,5-9 employees,2.5,7,0,1,0,85.5,1/0/00,No Change,0
Leap,izGHWn8oyz,MODE Renovation,Tier 3,Premium 2021,0011K00002ZJpKn,3636,11/4/23,10/4/22,10,not found,Contractors - Building,Construction and Renovation Services,9,99,891,1500,"$8,232 ",,,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,891,14,12474.0,1-9 employees,5-9 employees,2.5,3,0,9,0,891,12/8/23,Decreasing,379
Leap,aDTAyrPNTQ,Neighborhood Windows & Doors,Tier 3,Premium 2021,0011K00002VNRxA,3421,10/18/23,5/18/22,5,423310,Construction Supplies & Services,Engineering and Technical Services,6,99,594,1000,"$11,250 ",,,FL,Francesca Furnells,Francesca Furnells,594,19,11286.0,1-9 employees,5-9 employees,2.5,,0,6,0,594,12/8/23,Decreasing,477
Leap,xiirOsz7UR,NEXT HOME IMPROVEMENTS,Tier 3,Premium 2021,0011K00002PPSUw,3539,10/17/23,8/17/22,8,not found,Contractors - Building,Construction and Renovation Services,7,50,350,500,"$4,718 ",,,CO,Corey Stroup Mishenko,Corey Stroup Mishenko,350,16,5600.0,1-9 employees,5-9 employees,2.5,,0,7,0,350,12/11/23,Decreasing,1244
Leap,0hXtUiYWDQ,NHH Roofing Plus,Tier 3,Premium 2021,0011K00002U4UBL,3289,10/17/23,2/17/22,2,not found,Contractors - Roofing,Construction and Renovation Services,7,95,665,0,"$14,800 ",,,MN,Yesenia Romero,Yesenia Romero,665,22,14630.0,1-9 employees,5-9 employees,2.5,7,0,7,0,665,12/7/23,Increasing,0
Leap,yPRCEtRFTW,Osage Creek Exteriors,Tier 3,SalesPro Team 2023,0011K00002bZmm5,6374,10/30/23,3/27/23,3,not found,,Other,5,89,445,0,"$2,225 ",72718,Cave Springs,AR,Yesenia Romero,Yesenia Romero,445,9,4005.0,1-9 employees,5-9 employees,2.5,,0,5,0,445,7/17/23,No Change,0
Leap,evjM43S59E,Pace Windows & Doors,Tier 3,Premium 2019,0014100001vFeSR,1361,10/24/23,9/24/18,9,423310,Glass Products & Services,Design and Interior Services,7,55,385,1500,"$22,634 ",14564,Victor,NY,Colton Temanson,Colton Temanson,385,63,24255.0,1-9 employees,5-9 employees,2.5,10,0,7,0,385,11/27/23,Decreasing,4
Leap,AV4AFHUVZy,Paul Davis Restoration,Tier 3,SalesPro Enterprise 2023,0011K00002aLcpj,6962,10/21/23,8/21/23,8,not found,,Other,6,122,732,750,"$2,214 ",21801,Salisbury,MD,Sydney Stansell,Sydney Stansell,732,4,2928.0,1-9 employees,5-9 employees,2.5,,0,6,0,732,12/7/23,Increasing,87
Leap,BGUoriI5lx,Pinnacle Concrete Coatings,Tier 3,Enterprise 2021,0014100001SbRIA,3426,10/20/23,5/20/22,5,not found,Contractors - Concrete,Construction and Renovation Services,5,112.5,562.5,0,"$9,563 ",21801,Salisbury,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,562.5,19,10687.5,1-9 employees,5-9 employees,2.5,2,0,5,0,562.5,12/10/23,Decreasing,611
Leap,9zQTKWenlc,"Pure Service Pro, LLC",Tier 3,Enterprise 2021,0011K00002ERI4x,3144,10/27/23,11/27/21,11,not found,,Other,5,100,500,0,"$11,500 ",7052,West Orange,NJ,Sydney Stansell,Sydney Stansell,500,25,12500.0,1-9 employees,5-9 employees,2.5,5,0,5,0,500,12/9/23,Decreasing,541
Leap,ynN5C1WRnB,Re-Bath Milledgeville,Tier 3,Premium 2020,0011K00002H4W7J,2709,10/28/23,10/28/20,10,not found,Contractors - Building,Construction and Renovation Services,5,55,275,1000,"$12,633 ",31061,Milledgeville,Georgia,Christopher Cielo,Christopher Cielo,275,38,10450.0,1-9 employees,5-9 employees,2.5,0,0,5,0,275,12/8/23,Increasing,1200
Leap,BRIJLPlgTr,Re-Bath of Richmond,Tier 3,Premium 2021,0011K00002RUNaE,3004,10/19/23,7/19/21,7,not found,Contractors - Building,Construction and Renovation Services,5,90,450,0,"$12,150 ",23236,Richmond,VA,Sydney Stansell,Sydney Stansell,450,29,13050.0,1-9 employees,5-9 employees,2.5,,0,5,0,450,12/11/23,Decreasing,616
Leap,uv7NVQdiTD,Re-Bath Suffolk & Westchester,Tier 3,Leap Team 2023,0011K00002c5d6b,6579,10/31/23,5/5/23,5,not found,,Other,5,99,495,1000,"$3,380 ",,,NY,Colton Temanson,Colton Temanson,495,7,3465.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,12/10/23,Decreasing,269
Leap,EGU8PaMnvr,Rebath / Inland Empire,Tier 3,Premium 2020,0011K00002NEjRm,2722,10/9/23,11/9/20,11,not found,,Other,6,55,330,500,"$11,552 ",,,CA,Sydney Stansell,Sydney Stansell,330,37,12210.0,1-9 employees,5-9 employees,2.5,2,0,6,0,330,12/9/23,Decreasing,855
Leap,s6VtYnFE0o,Reylos Glass,Tier 3,Premium 2021,0011K00002YLETu,3572,10/31/23,8/31/22,8,not found,Glass Products & Services,Design and Interior Services,7,99,693,1000,"$7,274 ",,,FL,Christopher Cielo,Christopher Cielo,693,16,11088.0,1-9 employees,5-9 employees,2.5,,0,7,0,693,12/10/23,Decreasing,1180
Leap,nbdq7P5fJw,Reynolds Culligan,Tier 3,Enterprise 2021,0011K00002RWtR4,3058,11/7/23,9/7/21,9,not found,,Other,6,110,660,0,"$17,651 ",,West Reading,PA,Sydney Stansell,Sydney Stansell,660,27,17820.0,1-9 employees,5-9 employees,2.5,200,0,6,0,660,12/10/23,Decreasing,241
Leap,PvvvIaMUff,"Ridge Remodeling & Design, LLC",Tier 3,Pro 2020,001410000212KI1,2776,10/29/23,12/29/20,12,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,7,35,245,0,"$10,261 ",20179,Leesburg,VA,Corey Stroup Mishenko,Corey Stroup Mishenko,245,36,8820.0,1-9 employees,5-9 employees,2.5,,0,7,0,245,12/9/23,Increasing,329
Leap,iG8vZ1mHmP,Right Choice Construction LLC,Tier 3,Premium 2019,0014100001vD4fh,1352,10/14/23,9/15/18,9,not found,Contractors - Roofing,Construction and Renovation Services,9,85.5,769.5,2000,"$55,412 ",54667,Westby,Wisconsin,Jordan Kahlenberg,Jordan Kahlenberg,769.5,63,48478.5,1-9 employees,5-9 employees,2.5,3,0,9,0,769.5,12/11/23,Increasing,450
Leap,BrEYdp9RTo,Robust Roof,Tier 3,SalesPro Team 2023,0011K00002cSmrH,6754,10/17/23,6/17/23,6,not found,,Other,8,99,792,1000,"$3,227 ",,,VA,Corey Stroup Mishenko,Corey Stroup Mishenko,792,6,4752.0,1-9 employees,5-9 employees,2.5,,0,8,0,792,12/10/23,Decreasing,421
Leap,3bplhcOSIJ,Roof Revivers,Tier 3,Premium 2021,0011K00002J2W1z,5784,11/5/23,1/5/23,1,238160,Contractors - Roofing,Construction and Renovation Services,6,90,540,0,"$4,199 ",43230,Gahanna,OH,Francesca Furnells,Francesca Furnells,540,11,5940.0,1-9 employees,5-9 employees,2.5,0,0,6,0,540,12/11/23,Decreasing,69
Leap,5TsTyI4cFm,Ruff n Tuff Turf,Tier 3,Enterprise 2021,0011K00002Skf1f,3220,10/23/23,12/23/21,12,not found,Landscaping Services & Supplies,Landscaping and Outdoor Services,6,125,750,0,"$27,593 ",92614,Irvine,CA,Yesenia Romero,Yesenia Romero,750,24,18000.0,1-9 employees,5-9 employees,2.5,,0,6,0,750,12/11/23,Decreasing,781
Leap,wGYRT7w934,Sash and Sill,Tier 3,SalesPro Enterprise 2023,0014100001V9Yma,7102,11/6/23,10/6/23,10,not found,Glass Products & Services,Design and Interior Services,7,120,840,0,$840 ,34240,Sarasota,FL,Sydney Stansell,Sydney Stansell,840,2,1680.0,1-9 employees,5-9 employees,2.5,3,0,7,0,840,12/9/23,Decreasing,0
Leap,csIqZ7A5Gq,Seaway Window,Tier 3,Premium 2019,0014100001aGsqL,2207,10/26/23,11/26/19,11,444110,Glass Products & Services,Design and Interior Services,7,94.05,658.35,0,"$28,941 ",16510,Erie,PA,Sydney Stansell,Sydney Stansell,658.35,49,32259.2,1-9 employees,5-9 employees,2.5,6,0,7,0,658.35,12/8/23,Decreasing,0
Leap,EXebnpalXi,Semper Fi Roofing and Exteriors,Tier 3,Premium 2021,0011K00002aLriB,6066,10/30/23,1/30/23,1,not found,,Other,7,94,658,0,"$5,922 ",53149,Mukwonago,Wisconsin,Jordan Kahlenberg,Jordan Kahlenberg,658,11,7238.0,1-9 employees,5-9 employees,2.5,6,0,7,0,658,12/1/23,Increasing,63
Leap,YZMt7CVIA3,Serenity Bath and Shower,Tier 3,SalesPro Team 2023,0011K00002d7tFv,6655,10/22/23,5/22/23,5,not found,,Other,8,99,792,1000,"$4,714 ",,,NC,Francesca Furnells,Francesca Furnells,792,7,5544.0,1-9 employees,5-9 employees,2.5,,0,8,0,792,12/8/23,Increasing,1193
Leap,mFKg6Wyb8c,Smucker & Sons Exterior Improvements,Tier 3,Premium 2020,0011K00002AGLKK,2479,10/23/23,4/23/20,4,not found,Contractors - Roofing,Construction and Renovation Services,9,94.05,846.45,0,"$27,558 ",17535,Kinzers,PA,Francesca Furnells,Francesca Furnells,846.45,44,37243.8,1-9 employees,5-9 employees,2.5,6,0,9,0,846.45,12/8/23,Decreasing,213
Leap,7mXOfnCiSR,SRS Exteriors,Tier 3,Premium 2021,0014100001VBBpX,5980,10/19/23,1/19/23,1,not found,Contractors - Roofing,Construction and Renovation Services,3,90,270,0,"$2,160 ",60540,Naperville,IL,Christopher Cielo,Christopher Cielo,270,11,2970.0,1-9 employees,5-9 employees,2.5,5,0,3,0,270,8/3/23,No Change,0
Leap,eb514y3lVA,Stampede Coatings,Tier 3,Premium 2020,0011K00002LTPDh,2663,10/28/23,8/28/20,8,not found,Carpet & Flooring,Specialized Home Services,7,112.5,787.5,1200,"$20,477 ",,,TX,Jordan Kahlenberg,Jordan Kahlenberg,787.5,40,31500.0,1-9 employees,5-9 employees,2.5,2,0,7,0,787.5,12/10/23,Decreasing,1134
Leap,T5dyPaU2GO,Sunburst Construction-Deck Guru,Tier 3,Premium 2019,0011K00002H5VIU,2353,10/27/23,2/27/20,2,not found,,Other,8,104.5,836,1500,"$38,889 ",,Rockville,MD,Colton Temanson,Colton Temanson,836,46,38456.0,1-9 employees,5-9 employees,2.5,6,0,8,0,836,12/9/23,Decreasing,994
Leap,9OHv0T5Vl9,Superior Energy Solutions,Tier 3,Premium 2020,0011K000027SQD2,2715,10/30/23,10/30/20,10,not found,Contractors - Insulation,Construction and Renovation Services,5,105,525,1500,"$20,550 ",,Baltimore,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,525,38,19950.0,1-9 employees,5-9 employees,2.5,0,0,5,0,525,11/28/23,No Change,0
Leap,EQ36vhXwGn,Superior SoftWash,Tier 3,Enterprise 2021,0011K00002aMK6h,5951,10/16/23,1/16/23,1,not found,,Other,5,112.5,562.5,1500,"$8,407 ",21090,Linthicum Heights,MD,Jordan Kahlenberg,Jordan Kahlenberg,562.5,11,6187.5,1-9 employees,5-9 employees,2.5,6,0,5,0,562.5,12/8/23,Decreasing,154
Leap,hF0Kh3OQQH,The Window Source SA,Tier 3,Premium 2021,0011K00002bZJ3M,6126,10/13/23,2/13/23,2,not found,,Other,5,99,495,500,"$3,965 ",,,TX,Colton Temanson,Colton Temanson,495,10,4950.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,10/20/23,Decreasing,0
Leap,EmF2xw5PtG,Transylvania Concrete Coatings,Tier 3,Premium 2019,0011K00002H3g4S,2242,10/20/23,12/20/19,12,not found,Contractors - Concrete,Construction and Renovation Services,5,123.75,618.75,2000,"$38,006 ",8221,Linwood,NJ,Corey Stroup Mishenko,Corey Stroup Mishenko,618.75,48,29700.0,1-9 employees,5-9 employees,2.5,1,0,5,0,618.75,12/10/23,Decreasing,1019
